Butte Falls,Oregon,42.54364,-122.56665
Midland,Michigan,43.61708,-84.24506
Santa Barbara,California,34.41938,-119.69905
Seward,Alaska,60.11235,-149.44294
Elk Mountain,Wyoming,41.68726,-106.41376
Fargo,North Dakota,46.87591,-96.78176
West Palm Beach,Florida,26.71439,-80.05319
Wapiti,Wyoming,44.46783,-109.43756
Essex,California,34.74591,-115.25818
Paradise,Michigan,46.62731,-85.03737
Dubuque,Iowa,42.49913,-90.66327
Kincheloe,Michigan,46.2594,-84.46384
Tower City,North Dakota,46.92005,-97.67699
Port Lions,Alaska,57.86759,-152.87976
Norfolk,Virginia,36.84682,-76.28506
Madison,Wisconsin,43.07295,-89.38669
Springfield,Missouri,37.20897,-93.29156
Power,Montana,47.7123,-111.68728
Watton,Michigan,46.5375,-88.60105
Lemhi,Idaho,44.85238,-113.62009
Holyoke,Minnesota,46.46814,-92.3861
Fort Lyon,Colorado,38.10048,-103.15179
Grants Pass,Oregon,42.44322,-123.32463
Yakima,Washington,46.60413,-120.50705
Roaring Springs,Texas,33.89983,-100.85652
Flagstaff,Arizona,35.1982,-111.6513
Moore,Idaho,43.73601,-113.36646
Detroit Lakes,Minnesota,46.81951,-95.84524
Los Angeles,California,34.05349,-118.24532
Grayling,Michigan,44.66132,-84.71439
Chambers,Arizona,35.19103,-109.43619
Sutherland,Iowa,42.96803,-95.49689
Tulsa,Oklahoma,36.14974,-95.99333
Usaf Academy,Colorado,38.95557,-104.82177
Mountainair,New Mexico,34.52089,-106.24057
Fayetteville,North Carolina,35.05534,-78.87727
Newcomb,New York,43.9653,-74.12317
Kotlik,Alaska,63.03285,-163.55358
Brattleboro,Vermont,42.85406,-72.55888
Bagdad,Arizona,34.57217,-113.1784
Gillette,Wyoming,44.29318,-105.50476
Westernport,Maryland,39.49437,-79.0451
Payson,Arizona,34.2316,-111.32446
Polo,Missouri,39.55373,-94.03961
Kennewick,Washington,46.20804,-119.11698
Rinard,Illinois,38.57063,-88.46147
Marshall,Alaska,61.882,-162.08553
Frontenac,Minnesota,44.52676,-92.33006
Ismay,Montana,46.50122,-104.79604
Kingman,Arizona,35.18885,-114.05568
Kasigluk,Alaska,60.89527,-162.51712
Yuma,Arizona,32.68485,-114.62461
Missoula,Montana,46.87278,-113.99625
Holbrook,Idaho,42.16219,-112.65589
Cody,Nebraska,42.93609,-101.24442
Ah Gwah Ching,Minnesota,47.07412,-94.56277
Clarksville,Tennessee,36.53121,-87.35992
Lexington,Kentucky,38.04859,-84.50032
Pilot Point,Alaska,57.55914,-157.57892
Darrouzett,Texas,36.44582,-100.32537
Ketchikan,Alaska,55.34209,-131.64781
Augusta,Georgia,33.47929,-81.97522
Shenandoah,Iowa,40.76593,-95.37561
Deering,Alaska,66.07611,-162.72003
Jacksonville,Florida,30.33147,-81.65622
Pierce City,Missouri,36.94499,-94.00159
Foley,Alabama,30.40607,-87.6838
Big Bend National Park,Texas,29.3282,-103.20614
Nunapitchuk,Alaska,60.89705,-162.45268
Charlotte,North Carolina,35.22286,-80.83796
Red Devil,Alaska,61.76454,-157.31247
Fort Washakie,Wyoming,43.02936,-108.89617
Dayton,Washington,46.32189,-117.97577
Melrose,Minnesota,45.67487,-94.811
Redding,California,40.58759,-122.39261
Ekwok,Alaska,59.35129,-157.48118
Point Lay,Alaska,69.74359,-163.01741
Lake Powell,Utah,37.1041442677,-111.775120742
Tofte,Minnesota,47.57634,-90.83147
Wilmington,North Carolina,34.23497,-77.946
Lubbock,Texas,33.58451,-101.84501
Ajo,Arizona,32.37299,-112.86288
Athens,Georgia,33.95813,-83.37325
Ballwin,Missouri,38.59299,-90.53937
Karluk,Alaska,57.57194,-154.45556
Indian Springs,Nevada,36.57789,-115.67265
Souris,North Dakota,48.90972,-100.6809
Barrow,Alaska,71.28882,-156.79237
Mazama,Washington,48.59369,-120.4072
Greenville,Texas,33.13907,-96.10678
Atqasuk,Alaska,70.48324,-157.42462
Ingomar,Montana,46.57684,-107.37506
Granbury,Texas,32.44235,-97.79426
Savoonga,Alaska,63.69509,-170.46527
Bridgeville,California,40.47132,-123.79439
Louisville,Kentucky,38.25486,-85.7664
Santa Maria,California,34.95313,-120.43453
Barton,Vermont,44.76404,-72.14222
Beaver,Alaska,66.35983,-147.40035
Fredonia,Arizona,36.95202,-112.52641
Denio,Nevada,41.98952,-118.6357
Richfield,Kansas,37.26425,-101.78282
Terlingua,Texas,29.32115,-103.616
Hammond,Louisiana,30.50417,-90.45846
Oakes,North Dakota,46.13938,-98.09054
Venetie,Alaska,67.00905,-146.40596
Orangeburg,South Carolina,33.48935,-80.86472
Naples,Florida,26.13934,-81.79583
Koyukuk,Alaska,64.88038,-157.70003
Glentana,Montana,48.84902,-106.24873
El Paso,Texas,31.75916,-106.48749
Little America,Wyoming,41.5437,-109.85179
Castine,Maine,44.38851,-68.79825
Rockford,Illinois,42.2669,-89.07806
Craig,Colorado,40.51423,-107.54787
Whitewater,Montana,48.76093,-107.62674
Atlanta,Georgia,33.74831,-84.39111
Paradise Valley,Nevada,41.49322,-117.53365
Lyon Mountain,New York,44.72874,-73.907
Havre,Montana,48.55287,-109.67101
Bartlesville,Oklahoma,36.74675,-95.97902
Haines,Oregon,44.91332,-117.93758
Boise,Idaho,43.60761,-116.1934
Lafayette,Indiana,40.41737,-86.87655
Brier Hill,New York,44.53605,-75.69774
Marietta,Georgia,33.95319,-84.54588
Yeso,New Mexico,34.43824,-104.61061
Chalkyitsik,Alaska,66.65429,-143.72266
Tyler,Texas,32.34763,-95.2943
New York,New York,40.71455,-74.00714
Woodville,Texas,30.77535,-94.41432
Gate,Oklahoma,36.85337,-100.05715
Gabbs,Nevada,38.86601,-117.92207
Keene,North Dakota,47.93199,-102.94278
Moro,Oregon,45.48379,-120.73095
Radford,Virginia,37.12069,-80.58996
Kake,Alaska,56.97483,-133.94116
Spearfish,South Dakota,44.49058,-103.85909
Coos Bay,Oregon,43.36795,-124.21964
Llano,Texas,30.74978,-98.67594
Outlook,Montana,48.88726,-104.77686
Lake City,Florida,30.19052,-82.63712
Goodridge,Minnesota,48.1433,-95.80946
Chicago,Illinois,41.88425,-87.63245
Mobile,Alabama,30.68648,-88.05297
Jackson,Wyoming,43.48024,-110.76236
Sebring,Florida,27.49597,-81.44079
Unalaska,Alaska,53.87244,-166.53036
Colorado City,Arizona,36.98776,-112.97405
Ashland,Kentucky,38.48082,-82.64384
Richey,Montana,47.6457,-105.06934
Sarasota,Florida,27.33888,-82.53963
Nantucket,Massachusetts,41.28364,-70.09868
Greencreek,Idaho,46.10698,-116.26624
Catarina,Texas,28.34515,-99.61407
Rexburg,Idaho,43.82607,-111.78309
Noatak,Alaska,67.57199,-162.96957
Eureka,California,40.80327,-124.15953
Fairbanks,Alaska,64.84509,-147.72203
Rolla,Missouri,37.95147,-91.76931
Colorado Springs,Colorado,38.83348,-104.82181
Nashville,Tennessee,36.16784,-86.77816
Hanksville,Utah,38.37441,-110.71164
Forbes,North Dakota,45.94308,-98.78221
Potsdam,New York,44.66987,-74.98656
Sidney,Nebraska,41.14486,-102.97614
Atkinson,Nebraska,42.53174,-98.97095
Columbus,Mississippi,33.49503,-88.4288
Sarles,North Dakota,48.94419,-99.00025
Albany,Georgia,31.58111,-84.15601
Virginia,Minnesota,47.52274,-92.53297
Bryant,South Dakota,44.58732,-97.47027
Sanderson,Texas,30.14342,-102.40416
Mormon Lake,Arizona,34.90835,-111.46321
Fulda,Minnesota,43.87021,-95.6002
Wake Island,Hawaii,19.50056,-155.50056
Scranton,North Dakota,46.14744,-103.14336
Portland,Oregon,45.51179,-122.67563
San Antonio,Texas,29.42458,-98.49461
Valparaiso,Indiana,41.46776,-87.06138
Nixon,Nevada,39.83337,-119.35803
Nuiqsut,Alaska,70.214,-150.99792
Williston,North Dakota,48.14704,-103.62187
Galveston,Texas,29.29532,-94.80791
Tok,Alaska,63.33587,-142.98683
Grand Island,Nebraska,40.92474,-98.3399
Paso Robles,California,35.62509,-120.69126
San Angelo,Texas,31.4615,-100.44242
Waldport,Oregon,44.42698,-124.06713
Elk City,Oklahoma,35.41228,-99.41723
Hope,Arkansas,33.66742,-93.58985
Marenisco,Michigan,46.38157,-89.69572
Fort Kent Mills,Maine,47.23278,-68.58741
Max,Minnesota,47.62174,-94.06791
Sedalia,Missouri,38.71077,-93.22806
Grand Lake Stream,Maine,45.18225,-67.77697
Mountain City,Nevada,41.83863,-115.96508
Dugway,Utah,40.21925,-112.74512
Summer Lake,Oregon,42.98575,-120.77721
Sorrento,Maine,44.47351,-68.18266
Williamsport,Pennsylvania,41.24094,-77.00141
Berthold,North Dakota,48.31589,-101.73666
Boyes,Montana,45.26991,-105.03316
Heber Springs,Arkansas,35.4919,-92.03686
Rocksprings,Texas,30.0157,-100.21004
Bishop,California,37.3668,-118.39535
Beatty,Nevada,36.90832,-116.75941
Joplin,Missouri,37.08476,-94.51347
Kingsport,Tennessee,36.5478,-82.56042
Spokane,Washington,47.65726,-117.41228
Bieber,California,41.12034,-121.13969
Greenville,South Carolina,34.84827,-82.40011
Starkville,Mississippi,33.46592,-88.81288
Akutan,Alaska,54.13445,-165.77351
Wellington,Utah,39.54217,-110.73405
Eagle,Alaska,64.78783,-141.20291
Nogales,Arizona,31.33783,-110.94006
Douglas,Wyoming,42.75952,-105.38339
Gulliver,Michigan,45.99297,-86.01231
Reardan,Washington,47.66951,-117.87715
Bettles Field,Alaska,60.7205782638,-151.168649183
Brownsville,Texas,25.90209,-97.49924
Memphis,Tennessee,35.14976,-90.04925
Lincoln,Nebraska,40.81362,-96.7073
Cimarron,Colorado,38.44222,-107.55641
Oakley,Idaho,42.24399,-113.88201
Kilauea,Hawaii,22.20968,-159.40723
Thomasville,Georgia,30.83642,-83.98049
Charleston,South Carolina,32.78115,-79.9316
Crater Lake,Oregon,42.91161,-122.14829
Jefferson City,Missouri,38.57751,-92.17784
Riverside,California,33.98171,-117.37404
Duluth,Minnesota,46.78796,-92.09985
Lake City,Kansas,37.35531,-98.82167
Douglas City,California,40.65076,-122.93988
Coyanosa,Texas,31.24215,-103.06755
Ashby,Nebraska,42.02076,-101.92752
Marathon,Florida,24.72747,-81.04282
Cedar City,Utah,37.67795,-113.06176
Rockingham,North Carolina,34.93601,-79.77435
Lansing,Michigan,42.73194,-84.55225
Bartley,Nebraska,40.25089,-100.30672
Stockton,California,37.95367,-121.29075
Sanders,Arizona,35.21512,-109.33294
Belpre,Kansas,37.95125,-99.09556
Wells,Michigan,45.78961,-87.08071
Ritzville,Washington,47.1273,-118.37959
New Bern,North Carolina,35.10845,-77.0421
Wichita Falls,Texas,33.9083,-98.50099
Nampa,Idaho,43.58263,-116.56962
Harrison,Arkansas,36.22862,-93.11052
Odonnell,Texas,32.96387,-101.83323
Wisconsin Rapids,Wisconsin,44.39319,-89.81637
Holly Springs,Mississippi,34.7693,-89.44859
Daykin,Nebraska,40.32126,-97.29937
Ibapah,Utah,40.03913,-113.98354
Rushville,Nebraska,42.71815,-102.464
Zanoni,Missouri,36.68382,-92.33117
Panama City,Florida,30.15987,-85.66033
Opelika,Alabama,32.6505,-85.38065
Salt Lake City,Utah,40.76031,-111.88822
Columbus,Georgia,32.46288,-84.98757
Waycross,Georgia,31.21135,-82.35845
Tacoma,Washington,47.25513,-122.44164
Millinocket,Maine,45.65493,-68.70905
Elfin Cove,Alaska,58.19616,-136.34835
Kansas City,Missouri,39.10345,-94.58311
Moapa,Nevada,36.67502,-114.62019
Mazeppa,Minnesota,44.27081,-92.54516
Mill Spring,Missouri,37.06209,-90.68434
Jonesboro,Arkansas,35.83525,-90.70507
Independence,California,36.80358,-118.20034
Cincinnati,Ohio,39.162,-84.45689
Steamboat Springs,Colorado,40.48785,-106.83639
Dothan,Alabama,31.22325,-85.39337
Adak,Alaska,51.88001,-176.65757
Manchester,New Hampshire,42.9912,-71.4631
Levant,Kansas,39.38518,-101.20421
Salt Flat,Texas,31.74491,-105.07979
Grand Forks,North Dakota,47.92408,-97.03203
Grand Junction,Colorado,39.06879,-108.56445
Greensboro,North Carolina,36.06899,-79.7947
Blaine,Washington,48.99404,-122.74888
Otis,Oregon,45.01991,-123.96786
Bozeman,Montana,45.67934,-111.03222
Sharon Springs,Kansas,38.89792,-101.7517
Comstock,Texas,29.68672,-101.17333
Melba,Idaho,43.37676,-116.52985
Saint George,Utah,37.10415,-113.58412
Portland,Maine,43.65915,-70.25668
Saint Petersburg,Florida,27.77086,-82.67927
West Yellowstone,Montana,44.66224,-111.1011
Kobuk,Alaska,66.90769,-156.88785
Toms River,New Jersey,39.95307,-74.19372
Mountain Village,Alaska,62.08944,-163.72561
Branson,Colorado,37.01676,-103.88571
Butte,Montana,46.00175,-112.52089
Saipan,,15.20756,145.72108
White Mountain,Alaska,64.68099,-163.40842
Zurich,Montana,48.58354,-109.03159
Houlton,Maine,46.12335,-67.83982
Antimony,Utah,38.11524,-111.99685
Dupree,South Dakota,45.04814,-101.60315
Elizabeth City,North Carolina,36.3015,-76.21976
Las Vegas,Nevada,36.17191,-115.13997
Albuquerque,New Mexico,35.08423,-106.64905
Russian Mission,Alaska,61.78561,-161.32324
Volcano,Hawaii,19.42714,-155.23455
Bremerton,Washington,47.565,-122.62747
Florence,Alabama,34.80045,-87.67526
Steubenville,Ohio,40.36959,-80.63716
San Luis,Arizona,32.48992,-114.78225
Philadelphia,Pennsylvania,39.95222,-75.16218
Alzada,Montana,45.02445,-104.41053
Angela,Montana,46.72979,-106.20227
Pagosa Springs,Colorado,37.26758,-107.01009
Sayre,Oklahoma,35.29127,-99.63923
Brunswick,Georgia,31.14974,-81.49556
Elk Creek,California,39.60292,-122.53841
Dorchester,Iowa,43.4697,-91.5021
Trout Lake,Michigan,46.19366,-85.0197
Marshall Islands,,7.069111712,171.29531
Ruby,Alaska,64.73807,-155.48915
Dinuba,California,36.54431,-119.38561
Crane,Oregon,43.41507,-118.5784
Delta Junction,Alaska,64.04665,-145.73621
Mount Pleasant,Michigan,43.59723,-84.76815
Meyers Chuck,Alaska,55.73895,-132.2583
Rochester,New York,43.1558,-77.61632
Pedro Bay,Alaska,59.78677,-154.10527
Crowley,Colorado,38.19351,-103.85736
Rampart,Alaska,65.5063,-150.16949
Wakpala,South Dakota,45.74724,-100.47971
Dillingham,Alaska,59.03979,-158.46239
Powers Lake,North Dakota,48.5611,-102.64953
Hobbs,New Mexico,32.69657,-103.12853
Claunch,New Mexico,34.1421,-105.99427
Ebeye,,8.77889,167.73806
Baring,Washington,47.77193,-121.48491
Springfield,Illinois,39.80105,-89.6436
Minneapolis,Minnesota,44.97902,-93.26494
Omaha,Nebraska,41.26067,-95.94056
Ninilchik,Alaska,60.0524,-151.6679
Saddlestring,Wyoming,44.40502,-106.72861
Warren,Pennsylvania,41.84403,-79.14349
Ruston,Louisiana,32.53049,-92.63981
Fairview,Oregon,45.53172,-122.43931
Babb,Montana,48.85702,-113.43588
Limestone,Maine,46.91049,-67.82558
Gunnison,Colorado,38.54526,-106.92692
Laramie,Wyoming,41.3108,-105.59035
Moffit,North Dakota,46.67932,-100.29763
Chignik,Alaska,56.29519,-158.40314
Wales,Alaska,65.61258,-168.09468
Farmville,Virginia,37.30198,-78.3926
Allakaket,Alaska,66.56403,-152.65249
Sierra Vista,Arizona,31.56942,-110.27468
Fort Smith,Arkansas,35.3846,-94.4213
Boyd,Montana,45.45742,-109.0674
Pennock,Minnesota,45.14733,-95.17748
Saint Louis,Missouri,38.62775,-90.19956
North Platte,Nebraska,41.13632,-100.76333
Johnstown,Pennsylvania,40.32726,-78.91835
Newark,Ohio,40.06021,-82.40426
Dinosaur,Colorado,40.24599,-109.01028
Ellijay,Georgia,34.69451,-84.4829
Provo,Utah,40.2337,-111.6685
Troy,Michigan,42.56237,-83.15442
Harrison,Nebraska,42.69081,-103.88303
Tampa,Florida,27.94653,-82.45927
Green Bay,Wisconsin,44.513,-88.01001
Willoughby,Ohio,41.63957,-81.40685
Orono,Maine,44.88588,-68.67399
Savonburg,Kansas,37.74868,-95.14353
Cleveland,Mississippi,33.74745,-90.71702
Stryker,Montana,48.67277,-114.76728
Concepcion,Texas,27.39602,-98.3597
Alakanuk,Alaska,62.68715,-164.66509
Oshkosh,Wisconsin,44.02491,-88.54443
Roseau,Minnesota,48.84442,-95.76836
Pyote,Texas,31.53469,-103.12688
Rogerson,Idaho,42.218,-114.59451
Kodiak,Alaska,57.79518,-152.39465
Marlin,Washington,47.40704,-118.9851
Henrico,Virginia,36.59272,-78.61649
Kongiganak,Alaska,59.95327,-162.89513
Greer,Arizona,34.01652,-109.45424
Tryon,Nebraska,41.5531,-100.95711
Tulelake,California,41.95422,-121.47674
Southard,Oklahoma,36.05734,-98.47583
Fresno,California,36.74066,-119.78576
Hitchcock,South Dakota,44.6329,-98.40944
Milton,North Dakota,48.63024,-98.03894
Akron,Ohio,41.08421,-81.51405
Syracuse,Kansas,37.9805,-101.75198
Vanceboro,Maine,45.56132,-67.4317
Saco,Montana,48.45736,-107.34641
Weatherford,Texas,32.75901,-97.80101
Chicken,Alaska,64.07273,-141.93898
Baring,Missouri,40.24375,-92.20538
Northway,Alaska,62.96002,-141.92891
Garden City,Iowa,42.24547,-93.39548
Trementina,New Mexico,35.50524,-104.4006
Vale,South Dakota,44.61925,-103.40487
Lincoln,Montana,46.95517,-112.67513
Fallon,Nevada,39.47491,-118.77797
Austin,Texas,30.26759,-97.74299
Norfolk,Nebraska,42.03271,-97.41106
Fort Hancock,Texas,31.29991,-105.84393
Young America,Minnesota,44.78362,-93.91502
West Glacier,Montana,48.49533,-113.98154
Sioux City,Iowa,42.49981,-96.42094
Michigamme,Michigan,46.53574,-88.10924
King Cove,Alaska,55.05551,-162.31004
Brothers,Oregon,43.81825,-120.61959
Pateros,Washington,48.05493,-119.8999
Harrah,Washington,46.40365,-120.54352
Datil,New Mexico,34.14465,-107.8444
Hilo,Hawaii,19.71924,-155.08185
Heavener,Oklahoma,34.88931,-94.60287
Mcallen,Texas,26.20742,-98.22936
Lahaina,Hawaii,20.8787,-156.6782
Fort Myers,Florida,26.64084,-81.86808
Milwaukee,Wisconsin,43.042,-87.90687
Del Rio,Texas,29.36624,-100.89818
Utica,New York,43.09589,-75.24258
Lebanon,New Hampshire,43.64481,-72.25395
San Diego,California,32.71568,-117.16171
Supai,Arizona,36.15919,-112.70919
Idanha,Oregon,44.70166,-122.07852
Scottsbluff,Nebraska,41.86177,-103.66273
Ainsworth,Nebraska,42.54745,-99.86248
Ocala,Florida,29.18775,-82.14041
Effingham,Illinois,39.11922,-88.53759
Coolin,Idaho,48.48139,-116.84745
Dutch John,Utah,40.93116,-109.39689
Askov,Minnesota,46.18819,-92.78246
Leadore,Idaho,44.67859,-113.35482
Paradise,Montana,47.38965,-114.80311
Pocatello,Idaho,42.87474,-112.45057
Sacramento,California,38.57933,-121.4909
Durango,Colorado,37.27367,-107.8793
Chippewa Falls,Wisconsin,44.93746,-91.39251
Catharine,Kansas,38.92777,-99.21493
Megargel,Texas,33.45036,-98.9272
Bristol,Tennessee,36.59218,-82.22129
Atlantic City,New Jersey,39.36287,-74.42637
Cee Vee,Texas,34.22329,-100.44734
Snyder,Texas,32.71715,-100.91776
Cape Girardeau,Missouri,37.30271,-89.54453
Braggs,Oklahoma,35.66375,-95.19859
Twin Falls,Idaho,42.55619,-114.4696
Big Sur,California,36.27069,-121.80814
New Orleans,Louisiana,29.9537,-90.07775
Canton,Ohio,40.79781,-81.37157
Hughes,Alaska,66.05037,-154.2538
Savannah,Georgia,32.08091,-81.09119
Gambell,Alaska,63.77678,-171.72613
Kearney,Nebraska,40.70047,-99.08347
Muncie,Indiana,40.19316,-85.38173
Murfreesboro,Tennessee,35.84439,-86.39435
Mcalester,Oklahoma,34.93397,-95.76961
San Luis Obispo,California,35.28552,-120.66252
Evansville,Indiana,37.97708,-87.56405
Safford,Arizona,32.83437,-109.70859
Traverse City,Michigan,44.75999,-85.61584
Glenwood Springs,Colorado,39.54603,-107.3237
Haines,Alaska,59.23482,-135.44305
Cedar Rapids,Iowa,41.97634,-91.67376
Fort Garland,Colorado,37.42769,-105.43552
Hutchinson,Kansas,38.05725,-97.93268
Homelake,Colorado,37.55559,-106.04104
Elmira,New York,42.09041,-76.79881
Clinton,Iowa,41.83898,-90.19196
Blythedale,Missouri,40.47563,-93.92748
Roanoke,Virginia,37.27152,-79.94057
Radersburg,Montana,46.19462,-111.63047
Yellow Pine,Idaho,44.9618,-115.49185
Wichita,Kansas,37.68698,-97.33558
Kaltag,Alaska,64.3265,-158.72532
Atwood,Kansas,39.80652,-101.04148
Dallas,Texas,32.77815,-96.7954
Midland,Texas,32.00002,-102.07446
Globe,Arizona,33.39576,-110.78912
Pine Bluff,Arkansas,34.22353,-92.0034
Statesville,North Carolina,35.78588,-80.88898
Hollister,California,36.85253,-121.40326
Selawik,Alaska,66.6001,-160.01096
Draper,South Dakota,43.92293,-100.54105
Broken Bow,Oklahoma,34.02789,-94.73956
Nome,Alaska,64.49946,-165.40575
Montgomery,Alabama,32.38015,-86.30008
Shreveport,Louisiana,32.51487,-93.74689
Mc Rae Helena,Georgia,32.1039058459,-82.9656882536
Saint Joseph,Missouri,39.76861,-94.84663
Pittsburgh,Pennsylvania,40.43851,-79.99734
Deming,New Mexico,32.26805,-107.75866
South International Falls,Minnesota,48.58497,-93.40268
Goldsboro,North Carolina,35.38596,-77.99685
Huron,South Dakota,44.36385,-98.21414
Palestine,Texas,31.7617,-95.632
Nondalton,Alaska,59.97172,-154.84701
Cambridge,Idaho,42.45047,-112.11663
Blythe,California,33.61039,-114.59863
Glennallen,Alaska,62.10792,-145.53295
Kelseyville,California,38.97695,-122.83391
Knoxville,Tennessee,35.96068,-83.92103
Linton,North Dakota,46.26717,-100.23594
Chattanooga,Tennessee,35.04672,-85.30947
Birmingham,Alabama,33.52068,-86.81176
Talladega,Alabama,33.43451,-86.10269
Center,Nebraska,42.60889,-97.87681
Lake Havasu City,Arizona,34.47404,-114.34593
Round Rock,Texas,30.50904,-97.67722
Arctic Village,Alaska,68.12568,-145.54497
Manhattan,Kansas,39.17881,-96.56184
Togiak,Alaska,59.06034,-160.3777
Rodanthe,North Carolina,35.59563,-75.46756
